8.87208,15.7511,-31.7081,5.5217,4.9122,3.70117,-6.36782,-4.70696,-6.683,-0.643012,-5.87124,2.06862,3.78681,-3.04691,5.29674,-24.0759,-2.27082,-11.0665,24.0856,-2.48175,11.8592,12.2401,-0.563692,6.00894,-2.43511e-15,-1.90833e-14,-44.9636,-1.75199,-74.7834,18.5852,-1.70884,-28.8562,-18.8005,7.12502,-2.21279,-48.7688,-2.43511e-15,-1.90833e-14,-1.92727,-17.3217,82.8203,47.7499,17.0419,-19.6688,-28.7993,7.12502,6.65951,1.07601,-38.858,0.527314,17.3997,30.0014,-4.01149,0.174858,-20.7668,24.5842,9.53209,-22.1071,-1.90833e-14,-3.73452,-5.77693,-22.0517
8.84821,15.7496,-31.4727,5.44829,4.90048,2.96701,-5.84966,-4.80818,-6.28683,-1.15479,-6.09083,2.59399,3.01101,-3.11952,5.66516,-24.2118,-2.01089,-11.4659,24.8749,-2.08527,12.1627,12.527,-0.392647,6.31897,4.94104e-14,-1.27222e-14,-45.3086,-1.82645,-73.9149,18.349,-1.20715,-29.478,-20.1327,7.12502,-2.81332,-50.0939,4.94104e-14,-1.27222e-14,-4.18375,-16.2548,83.9329,48.5934,16.3341,-19.6628,-29.0763,7.12502,6.66533,0.798822,-38.5521,0.734708,18.3431,30.7872,-2.58563,0.225899,-19.0309,25.3387,9.46516,-20.9951,6.99722e-14,-1.05051,-4.5956,-20.0947
8.83174,15.7527,-31.2268,5.36867,5.00214,2.6928,-5.83845,-4.93851,-6.13025,-1.30866,-6.28381,2.83355,2.88352,-3.20842,5.81481,-24.3659,-1.99605,-11.7133,25.1163,-1.96486,12.1618,12.6379,-0.364095,6.40129,-9.30561e-15,3.18055e-14,-45.1392,-2.07507,-73.3369,18.0165,-0.944935,-26.7294,-21.9097,7.12502,-0.158774,-51.8893,-9.30561e-15,3.18055e-14,-5.88581,-15.6288,84.6363,49.2705,15.8981,-19.6371,-29.3169,7.12502,6.69013,0.55737,-38.1223,0.186665,19.1042,31.7594,-1.90938,0.893285,-18.3339,26.0713,9.29612,-20.4662,0,1.81435,-3.07986,-16.8976
8.81413,15.7664,-30.9831,5.29191,4.97044,2.25999,-6.09201,-4.90469,-5.65809,-1.26926,-6.25702,2.93938,3.02404,-3.19585,5.64182,-24.5686,-2.08357,-11.8672,25.2528,-2.01044,12.1465,12.742,-0.399663,6.42813,-7.45443e-14,-1.11319e-14,-44.7282,-3.29333,-72.4627,17.4932,0.623119,-28.0983,-22.0329,7.12502,-1.48085,-52.0075,-7.45443e-14,-1.11319e-14,-6.67022,-16.9288,84.6249,49.5252,16.8814,-19.9235,-29.2581,7.12502,6.41367,0.624782,-37.6729,-0.0671438,20.0455,32.6072,-1.91088,1.22242,-17.6893,26.7515,9.29354,-19.8509,-1.17681e-13,4.86042,-1.46642,-16.25
8.79642,15.7773,-30.7435,5.12091,4.92014,1.63957,-6.0582,-4.98562,-5.07713,-1.33337,-6.41168,3.20472,2.92835,-3.2653,5.58303,-24.722,-1.8802,-12.0006,25.5546,-1.69796,12.2532,12.847,-0.262012,6.5723,1.07145e-13,-9.54166e-15,-44.3635,-4.07067,-71.7059,17.0153,2.37784,-26.0231,-21.3855,7.12502,0.523456,-51.3646,1.07145e-13,-9.54166e-15,-7.75665,-17.2225,84.8692,49.6944,17.0946,-19.9896,-29.2929,7.12502,6.34985,0.591936,-37.1187,-0.153824,21.1227,33.3922,-2.06245,1.45347,-15.8178,23.2859,9.34203,-19.1054,8.15079,4.57685,-1.02633,-20.3044
8.78407,15.7942,-30.509,4.74539,4.87946,0.944705,-5.6443,-5.04159,-4.4952,-1.43714,-6.54833,3.5909,2.59007,-3.32139,5.68776,-24.7485,-1.76601,-12.2612,25.7697,-1.43003,12.2296,12.898,-0.176565,6.6689,-6.96057e-15,-2.3059e-14,-44.1243,-4.2987,-71.1223,16.6528,3.13422,-25.1836,-21.0066,7.12502,1.33422,-50.9822,-6.96057e-15,-2.3059e-14,-9.21891,-16.4958,85.6784,49.8222,16.2952,-19.8446,-29.4587,7.12502,6.4898,0.421821,-36.1758,-0.303951,22.2139,33.9692,-2.18559,1.98075,-12.0749,20.3473,9.35267,-18.1595,15.5217,4.57347,-0.487299,-24.7645
8.76951,15.8202,-30.2798,4.43545,4.74501,0.417893,-5.39575,-4.92108,-4.02186,-1.43714,-6.42693,3.80087,2.40814,-3.25461,5.67721,-24.8617,-1.91084,-12.3866,25.8669,-1.51599,12.0243,12.9741,-0.255197,6.60087,-1.15544e-15,-1.74931e-14,-43.8559,-4.79171,-70.7002,16.4721,3.32574,-25.5665,-22.4394,7.12502,0.964389,-52.417,-1.15544e-15,-1.74931e-14,-10.5929,-16.5301,86.4006,49.9346,15.762,-19.7994,-29.7637,7.12502,6.53344,0.115485,-35.1932,-0.150509,23.0064,34.4074,-2.67975,2.36717,-9.20117,18.2746,10.1002,-17.1417,20.9702,5.39535,0.0503771,-26.7272
8.74937,15.8511,-30.0481,4.36536,4.7111,0.0983888,-5.35331,-4.87515,-3.79351,-1.54036,-6.3799,3.9012,2.25811,-3.2244,5.66799,-24.9973,-1.84868,-12.0486,26.2001,-1.5091,11.8301,13.1319,-0.247945,6.48799,-2.39101e-14,3.18055e-14,-43.6819,-5.31835,-70.4287,16.4158,3.87389,-27.1281,-22.0463,7.12502,-0.543795,-52.0254,-2.39101e-14,3.18055e-14,-12.1632,-16.6138,87.0088,50.0293,15.2159,-19.7333,-30.2501,7.12502,6.59726,-0.372882,-34.316,0.265573,23.4584,34.6562,-3.58723,2.22439,-8.58179,16.127,10.479,-16.5053,25.92,6.94857,1.36226,-24.9007
8.73089,15.8831,-29.8182,4.25696,4.89162,-0.350762,-5.19872,-4.92133,-3.485,-1.6599,-6.46371,4.09768,2.04821,-3.25886,5.71204,-24.7415,-1.75372,-11.8058,26.1293,-1.39597,11.5076,13.0286,-0.220024,6.31913,1.50828e-14,-1.11319e-14,-43.4519,-6.03109,-69.9061,16.2095,4.6002,-28.3505,-20.1178,7.12502,-1.72441,-50.0906,1.50828e-14,-1.11319e-14,-13.4925,-16.6012,87.6709,49.8375,14.737,-19.6599,-30.3606,7.12502,6.66817,-0.485584,-33.2601,0.522665,24.0297,34.6839,-4.51838,1.93819,-8.83219,14.02,10.5758,-15.7615,30.6306,8.82766,2.42069,-19.6703
8.71183,15.9114,-29.5996,4.17545,5.12267,-1.10171,-5.13891,-4.90965,-2.76976,-1.6607,-6.48961,4.33684,1.96705,-3.26794,5.56504,-24.5959,-1.87029,-11.8886,25.7625,-1.44347,11.2469,12.8567,-0.280072,6.19057,6.59965e-14,1.43125e-14,-43.0301,-6.86099,-69.4652,16.0556,4.89203,-28.7645,-20.2976,7.12502,-2.12431,-50.2668,6.59965e-14,1.43125e-14,-14.43,-16.8636,88.2635,49.3826,14.4558,-19.6578,-30.046,7.12502,6.67021,-0.171098,-32.2206,0.507028,25.0084,34.5479,-5.27006,1.94261,-9.77708,11.8377,10.6925,-14.6852,35.0889,10.3882,2.87939,-16.3218
