-0.307087,17.6356,-28.2214,2.36076,1.44212,-4.54601,15.4094,-0.182495,1.65268,1.54579,0.0318172,-0.110122,-6.9977,-0.0335751,-1.06068,-3.24163,-0.676991,-1.34632,-9.28199,-0.818331,1.08102,-2.3551,-0.388697,0.578143,1.74931e-14,-4.77083e-15,-42.2757,19.3184,-90.6312,79.2191,2.46902,-35.8906,32.487,7.12502,-9.00425,2.69918,1.74931e-14,-4.77083e-15,-46.581,-10.5126,91.072,108.082,30.7395,-39.5085,13.512,7.12502,-12.4939,43.1185,4.30283,-1.72433,25.7796,82.7602,27.83,-8.73877,20.2614,-27.49,-2.09007,-20.1015,38.398,-7.19848,-5.78026,5.97973
-0.303728,17.5624,-27.7253,2.02549,1.77071,-4.33872,16.0608,-0.380636,1.35189,1.68665,-0.267024,-0.0539964,-7.21419,-0.169571,-0.765959,-2.88855,-0.493739,-1.55908,-9.88628,-0.567977,1.15901,-2.623,-0.258251,0.642519,-7.65321e-15,-2.38542e-15,-42.619,18.2084,-90.2387,76.8375,5.33346,-37.643,32.4997,7.12502,-10.695,2.7919,-7.65321e-15,-2.38542e-15,-43.8177,-11.0502,91.3641,108.431,30.2025,-38.9758,12.3082,7.12502,-11.9803,41.9454,1.76685,-3.0026,24.5235,87.0878,27.0955,-9.32294,22.2194,-26.5572,-2.78834,-20.4876,40.7855,-10.1476,-3.85256,0.48001
-0.294208,17.4728,-27.2384,1.62853,1.94279,-4.06517,16.9292,-0.51999,1.14183,1.81465,-0.483798,-0.143209,-7.55951,-0.270454,-0.690263,-2.59928,-0.313935,-1.56078,-10.5834,-0.320817,1.24057,-2.91503,-0.136576,0.671345,-1.54058e-14,-3.97569e-15,-42.9367,16.607,-89.7942,74.9122,7.29535,-38.4744,33.0964,7.12502,-11.4968,3.43167,-1.54058e-14,-3.97569e-15,-40.8446,-11.9999,91.445,108.671,29.7854,-38.5919,11.658,7.12502,-11.6101,41.3163,-0.94671,-4.033,23.2605,91.2781,26.5333,-9.15277,23.1538,-25.0499,-3.27418,-20.9658,42.1017,-12.067,-2.99804,-2.17676
-0.295148,17.4133,-26.748,1.48229,2.04926,-2.94783,17.6241,-0.570267,-0.135755,1.62328,-0.808392,-0.368161,-8.14235,-0.390032,-0.123022,-1.15276,0.00116669,-1.94602,-11.5008,0.115879,1.62605,-3.51091,0.0804647,0.866984,1.19271e-15,7.15625e-15,-43.9717,15.0429,-89.3868,73.6765,7.96463,-38.7266,33.9069,7.12502,-11.7401,4.25588,1.19271e-15,7.15625e-15,-38.4575,-12.7962,91.5634,108.963,29.1819,-38.963,11.625,7.12502,-11.968,41.2629,-3.96253,-4.9618,21.0976,95.1849,25.6295,-8.15798,22.8543,-23.5911,-3.65692,-22.3332,43.0473,-13.7243,-2.84737,-3.88833
-0.308864,17.3487,-26.2763,1.60242,2.00367,-1.27865,17.8676,-0.505643,-2.09838,1.63885,-1.14082,-0.706442,-8.22956,-0.48714,0.71162,-0.428186,0.376187,-2.44057,-12.1785,0.642684,2.04533,-3.90802,0.345654,1.08511,-3.77691e-15,1.11319e-14,-44.5889,13.6151,-88.8398,72.668,7.67915,-38.2363,33.8318,7.12502,-11.2671,4.15444,-3.77691e-15,1.11319e-14,-35.3186,-13.4459,91.2902,109.093,28.5665,-38.0592,11.7274,7.12502,-11.0964,41.4141,-7.45875,-5.73975,18.3785,98.9207,23.9348,-6.73849,20.6487,-22.2164,-3.81076,-24.2807,43.6083,-15.2872,-2.13367,-6.68134
-0.321877,17.2953,-25.8061,2.00872,1.75105,0.104814,17.7186,-0.280234,-3.56787,2.03477,-1.15673,-1.20465,-7.69907,-0.465842,1.00896,-1.55755,0.581157,-2.2398,-12.7602,0.980041,2.26044,-3.90826,0.502532,1.1129,-5.1684e-15,4.77083e-15,-44.2,11.4975,-88.2127,71.6392,7.16268,-37.6525,33.4275,7.12502,-10.7041,3.72015,-5.1684e-15,4.77083e-15,-31.3001,-14.8614,90.5225,109.184,27.8677,-37.5061,13.4554,7.12502,-10.5629,43.1699,-11.4171,-6.2783,16.2093,102.167,21.4925,-5.436,15.8333,-20.879,-3.8763,-25.8604,43.7865,-16.6068,-1.20728,-7.89198
-0.323313,17.2551,-25.332,2.36711,1.69479,0.0511594,17.535,-0.316694,-3.39257,2.34407,-1.16021,-1.30718,-7.26914,-0.484345,0.796872,-2.20781,0.800033,-2.03858,-13.5914,1.31573,2.35272,-4.0906,0.660111,1.10376,1.39149e-15,-1.19271e-14,-44.0345,9.4595,-87.6178,70.6922,6.83538,-37.6606,33.4393,7.12502,-10.7119,3.73237,1.39149e-15,-1.19271e-14,-27.8406,-16.2804,89.8782,109.176,26.6004,-37.6378,18.4082,7.12502,-10.6899,48.1163,-15.3268,-6.79308,16.0775,104.665,18.5287,-4.87677,9.4534,-19.4383,-3.80695,-25.8727,43.816,-17.6608,-1.25924,-7.78682
-0.317224,17.2292,-24.8591,2.65426,1.82523,-0.111428,17.7252,-0.600688,-3.19948,2.03601,-1.49966,-1.11494,-7.6937,-0.641004,0.978149,-1.26949,1.1492,-2.29787,-13.9594,1.75949,2.24836,-4.42117,0.891113,1.10156,2.16675e-14,7.95139e-15,-45.0621,8.4867,-87.0723,69.7831,6.86815,-37.2247,32.9261,7.12502,-10.2914,3.19784,2.16675e-14,7.95139e-15,-25.8798,-16.7505,89.719,109.311,25.1596,-37.759,12.0979,7.12502,-10.8068,41.7999,-19.0085,-7.22954,16.291,106.479,16.3186,-4.47246,6.05427,-17.7857,-3.73274,-25.7999,43.6605,-18.5514,-1.38366,-8.86629
-0.310115,17.2254,-24.3693,2.96246,1.93872,0.0954016,17.9287,-0.995944,-3.47213,1.40397,-2.0844,-0.898795,-8.45303,-0.888346,1.51788,0.419254,1.64957,-2.75111,-14.1556,2.35057,1.97413,-4.84976,1.20875,1.06031,-1.96797e-14,-8.74653e-15,-46.8098,8.30813,-86.6232,69.0946,6.94083,-37.0789,31.5524,7.12502,-10.1508,1.81724,-1.96797e-14,-8.74653e-15,-25.0358,-16.5192,89.7161,109.723,23.4723,-37.1337,12.5904,7.12502,-10.2037,42.3229,-22.4718,-7.55248,16.154,107.619,15.6628,-4.01774,7.4988,-15.8397,-3.37655,-26.143,43.0512,-19.0488,-1.38573,-9.83042
-0.303804,17.2134,-23.8716,3.16504,1.92144,0.321562,17.4311,-0.998147,-3.16255,2.33321,-2.01142,-1.35007,-7.20147,-0.903423,0.815609,-3.02038,1.49018,-1.51789,-13.4937,2.17107,1.52134,-3.90036,1.09471,0.713537,2.38542e-15,2.38542e-15,-45.8142,5.99547,-86.2513,68.6516,7.09657,-37.936,30.6248,7.12502,-10.9775,0.931805,2.38542e-15,2.38542e-15,-21.0642,-18.0299,88.1945,109.759,21.8946,-37.3645,12.9098,7.12502,-10.4263,42.6313,-25.7843,-7.6284,16.0926,108.297,15.8372,-3.68723,11.3482,-13.6538,-2.90191,-26.5087,42.1239,-18.9883,-1.42225,-11.1313
-0.295624,17.2887,-23.345,3.29008,1.92479,0.480948,17.267,-1.33759,-3.17652,2.19341,-2.45681,-1.32816,-7.24555,-1.11638,0.946338,-2.28747,1.74868,-1.43266,-13.6082,2.46868,1.12889,-4.07799,1.24932,0.554793,-1.19271e-14,-4.77083e-15,-46.9849,5.6245,-85.9709,68.791,6.97508,-37.8948,31.2383,7.12502,-10.9378,1.54322,-1.19271e-14,-4.77083e-15,-20.1212,-17.9623,87.7865,110.2,20.254,-37.8618,11.0929,7.12502,-10.906,40.7897,-28.593,-7.63238,16.1725,107.954,16.3489,-3.16904,14.769,-11.0549,-2.50807,-26.7264,40.7344,-18.6245,-1.65972,-12.6084
